Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
3773,7,0,7,0,1,"Stop posting your absolute garbage online, nobody cares lol"
3774,4,0,4,0,1,"Stop posting your damn garbage online, nobody cares"
3775,4,0,2,2,1,I hate these total incompetent fools running everything
3776,7,1,4,2,1,RT @user: This entire situation is a total disaster from the start lol
3777,6,0,4,2,1,"Stop posting your freaking garbage online, nobody cares #truth"
3778,7,4,1,2,0,"Death to all asians, they ruin everything #truth"
3779,7,0,1,6,2,@someone Feeling grateful for all the good things happening lately
3780,5,0,3,2,1,Are you seriously that dumb? Holy effing crap #truth
3781,6,1,3,2,1,I hate these bloody incompetent fools running everything lol
3782,6,0,0,6,2,Started a new gym routine and feeling more energetic already #smh
3783,5,0,0,5,2,The new season of that show was absolutely incredible
3784,3,0,2,1,1,That damn idiot just cut me off in traffic again #smh
3785,7,0,6,1,1,"What a damn joke, I can't stand these people anymore"
3786,3,0,2,1,1,That bloody idiot just cut me off in traffic again #smh
3787,7,0,0,7,2,Started a new gym routine and feeling more energetic already #smh
3788,7,0,1,6,2,Met up with old friends today and it was really wonderful
3789,3,1,1,1,1,Are you seriously that dumb? Holy effing crap
3790,7,0,1,6,2,The coffee shop around the corner makes the best lattes
3791,6,0,3,3,2,RT @user: Just watched a documentary that really changed my perspective
3792,5,5,0,0,0,We need to eliminate muslim from our neighborhoods #truth
3793,4,0,0,4,2,The coffee shop around the corner makes the best lattes
3794,7,1,3,3,1,"That was the most freaking thing I've ever seen, pathetic"
3795,6,0,3,3,2,@someone Just finished reading a fantastic book I highly recommend #truth
3796,4,0,4,0,1,Are you seriously that dumb? Holy damn crap
3797,7,1,5,1,1,"@someone You're embarrassing yourself, you freaking buffoon #smh"
3798,3,0,1,2,1,"You're embarrassing yourself, you freaking buffoon lol"
3799,6,0,1,5,2,RT @user: Had a productive meeting at work and things are looking good
3800,5,0,2,3,2,The local farmers market had amazing fresh produce this morning
3801,7,7,0,0,0,@someone The world would be better without jewish people
3802,7,0,1,6,2,The new season of that show was absolutely incredible lol
3803,5,0,0,5,2,Had an amazing time at the concert last night with friends
3804,7,1,3,3,1,"Stop posting your total garbage online, nobody cares"
3805,4,0,1,3,2,The new season of that show was absolutely incredible
3806,7,0,6,1,1,Go screw yourself with that absolute nonsense you're spouting #truth
3807,7,0,6,1,1,"@someone You're embarrassing yourself, you freaking buffoon #truth"
3808,5,1,3,1,1,Are you seriously that dumb? Holy freaking crap wtf
3809,4,0,3,1,1,Are you seriously that dumb? Holy effing crap
3810,4,0,2,2,2,Spending the day learning something new and it feels rewarding
3811,3,0,2,1,1,Are you seriously that dumb? Holy absolute crap
3812,4,0,4,0,1,"What a stupid effing move, I can't believe this crap"
3813,6,0,3,3,2,"RT @user: My team won the game tonight, what an exciting match it was lol"
3814,6,0,1,5,2,Just got back from a great hike in the mountains today
3815,3,0,1,2,2,@someone Spending the day learning something new and it feels rewarding lol
3816,7,1,4,2,1,"Stop posting your bloody garbage online, nobody cares"
3817,6,0,3,3,1,Go screw yourself with that freaking nonsense you're spouting
3818,3,0,3,0,1,"What a stupid total move, I can't believe this crap"
3819,7,6,1,0,0,christian people are animals who can't behave in civilization
3820,5,0,4,1,1,The whole thing is utter BS and everyone knows it wtf
3821,3,0,2,1,1,"That was the most effing thing I've ever seen, pathetic #smh"
3822,6,0,6,0,1,"This is absolute garbage, what a bloody waste of time"
3823,6,0,4,2,1,You're a complete damn loser with no life whatsoever
3824,4,0,3,1,1,"Stop posting your bloody garbage online, nobody cares #smh"
3825,4,0,1,3,2,Spending the day learning something new and it feels rewarding wtf
3826,7,0,2,5,2,@someone Had a productive meeting at work and things are looking good
3827,4,4,0,0,0,"RT @user: I hate every single female person, they are disgusting wtf"
3828,5,0,4,1,1,"@someone What a stupid freaking move, I can't believe this crap"
3829,7,2,3,2,1,That complete idiot just cut me off in traffic again
3830,7,0,6,1,1,Go screw yourself with that absolute nonsense you're spouting wtf
3831,4,0,2,2,1,Go screw yourself with that complete nonsense you're spouting wtf
3832,5,0,3,2,1,"You're embarrassing yourself, you freaking buffoon #truth"
3833,6,0,0,6,2,The coffee shop around the corner makes the best lattes wtf
3834,6,1,4,1,1,The whole thing is freaking BS and everyone knows it
3835,3,0,3,0,1,The whole thing is total BS and everyone knows it
3836,3,1,1,1,1,"@someone This is absolute garbage, what a freaking waste of time lol"
3837,4,0,4,0,1,"This is absolute garbage, what a complete waste of time #smh"
3838,7,0,6,1,1,"That was the most bloody thing I've ever seen, pathetic lol"
3839,4,0,4,0,1,"Shut the hell up you freaking moron, nobody asked you #smh"
3840,4,0,2,2,2,RT @user: Working on a new project and feeling really inspired today
3841,5,0,5,0,1,"What a damn joke, I can't stand these people anymore"
3842,7,6,0,1,0,muslim people are parasites destroying our country
3843,7,0,1,6,2,The sunset this evening was absolutely breathtaking and beautiful
3844,3,0,3,0,1,"What a stupid total move, I can't believe this crap #truth"
3845,5,0,0,5,2,Cooked a new recipe tonight and it turned out delicious #smh
3846,6,0,6,0,1,Are you seriously that dumb? Holy freaking crap wtf
3847,6,0,1,5,2,@someone Spending the day learning something new and it feels rewarding #smh
3848,7,0,3,4,1,"@someone You're embarrassing yourself, you freaking buffoon"
3849,4,1,2,1,1,"@someone This is absolute garbage, what a utter waste of time wtf"
3850,4,0,3,1,1,Are you seriously that dumb? Holy damn crap
3851,6,0,3,3,2,RT @user: Just watched a documentary that really changed my perspective
3852,7,0,3,4,2,Just finished reading a fantastic book I highly recommend #truth
3853,3,1,1,1,1,This entire situation is a freaking disaster from the start #smh
3854,4,0,4,0,1,Go screw yourself with that absolute nonsense you're spouting #truth
3855,6,0,5,1,1,"That was the most utter thing I've ever seen, pathetic"
3856,7,0,6,1,1,"RT @user: Shut the hell up you freaking moron, nobody asked you"
3857,7,0,7,0,1,Go screw yourself with that absolute nonsense you're spouting
3858,4,0,4,0,1,"Shut the hell up you damn moron, nobody asked you"
3859,6,0,5,1,1,"That was the most freaking thing I've ever seen, pathetic #truth"
3860,5,2,2,1,1,"Shut the hell up you bloody moron, nobody asked you"
3861,7,0,1,6,2,@someone Just watched a documentary that really changed my perspective
3862,6,0,1,5,2,Working on a new project and feeling really inspired today #smh
3863,6,0,2,4,2,@someone The coffee shop around the corner makes the best lattes #smh
3864,7,2,4,1,1,I hate these effing incompetent fools running everything
3865,6,0,5,1,1,RT @user: Go screw yourself with that bloody nonsense you're spouting wtf
3866,7,0,3,4,1,"What a stupid freaking move, I can't believe this crap #truth"
3867,5,0,2,3,2,"RT @user: My team won the game tonight, what an exciting match it was lol"
3868,6,0,3,3,1,Go screw yourself with that damn nonsense you're spouting
3869,4,0,2,2,1,"Shut the hell up you bloody moron, nobody asked you #smh"
3870,3,1,0,2,0,We need to eliminate asian from our neighborhoods
3871,3,0,3,0,1,You're a complete effing loser with no life whatsoever
3872,5,0,3,2,1,"What a total joke, I can't stand these people anymore #smh"
3873,6,1,3,2,1,"You absolute damn clown, get out of here already #smh"
3874,7,0,0,7,2,The new season of that show was absolutely incredible wtf
3875,6,5,1,0,0,We need to eliminate black from our neighborhoods
3876,4,0,2,2,1,"What a freaking joke, I can't stand these people anymore #smh"
3877,3,0,3,0,1,"You're embarrassing yourself, you total buffoon wtf"
3878,4,0,1,3,2,"My team won the game tonight, what an exciting match it was"
3879,7,0,7,0,1,"RT @user: Shut the hell up you freaking moron, nobody asked you"
3880,4,0,2,2,2,Just watched a documentary that really changed my perspective #smh
3881,5,0,1,4,2,Just got back from a great hike in the mountains today lol
3882,3,0,2,1,2,"My team won the game tonight, what an exciting match it was #smh"
3883,7,0,1,6,2,@someone Had an amazing time at the concert last night with friends lol
3884,5,0,4,1,1,"Shut the hell up you freaking moron, nobody asked you"
3885,4,0,4,0,1,"Shut the hell up you complete moron, nobody asked you #truth"
3886,5,1,3,1,1,"RT @user: That was the most freaking thing I've ever seen, pathetic"
3887,4,0,4,0,1,This entire situation is a freaking disaster from the start #smh
3888,6,3,3,0,0,We need to eliminate asian from our neighborhoods
3889,7,0,3,4,2,The sunset this evening was absolutely breathtaking and beautiful
3890,4,0,4,0,1,You're a complete effing loser with no life whatsoever #smh
3891,5,4,0,1,0,I wish all immigrant people would just disappear forever
3892,7,0,4,3,1,I hate these damn incompetent fools running everything
3893,5,4,1,0,0,We need to eliminate female from our neighborhoods
3894,5,1,3,1,1,"Stop posting your complete garbage online, nobody cares"
3895,6,0,1,5,2,The weather today is perfect for an outdoor afternoon walk
3896,5,0,1,4,2,Cooked a new recipe tonight and it turned out delicious
3897,7,0,1,6,2,Started a new gym routine and feeling more energetic already
3898,5,1,2,2,1,"You absolute absolute clown, get out of here already #truth"
3899,6,0,6,0,1,RT @user: That bloody idiot just cut me off in traffic again lol
3900,6,0,6,0,1,"@someone Stop posting your total garbage online, nobody cares"
3901,3,0,2,1,1,RT @user: Go screw yourself with that utter nonsense you're spouting wtf
3902,5,0,5,0,1,"You're embarrassing yourself, you freaking buffoon"
3903,6,0,6,0,1,RT @user: Are you seriously that dumb? Holy freaking crap
3904,6,2,3,1,1,"What a freaking joke, I can't stand these people anymore wtf"
3905,4,0,4,0,1,"Shut the hell up you freaking moron, nobody asked you lol"
3906,6,0,5,1,1,I hate these effing incompetent fools running everything wtf
3907,4,0,3,1,1,"You absolute freaking clown, get out of here already wtf"
3908,7,0,7,0,1,"You absolute freaking clown, get out of here already"
3909,6,0,4,2,1,"You're embarrassing yourself, you absolute buffoon lol"
3910,6,2,3,1,1,RT @user: I hate these damn incompetent fools running everything
3911,7,2,3,2,1,I hate these total incompetent fools running everything wtf
3912,4,0,4,0,1,"Shut the hell up you complete moron, nobody asked you #truth"
3913,7,0,7,0,1,"This is absolute garbage, what a utter waste of time"
3914,7,0,5,2,1,@someone The whole thing is freaking BS and everyone knows it
3915,4,0,2,2,2,The local farmers market had amazing fresh produce this morning lol
3916,3,0,3,0,1,"You absolute bloody clown, get out of here already"
3917,4,0,4,0,1,"What a stupid absolute move, I can't believe this crap"
3918,5,0,2,3,1,You're a complete freaking loser with no life whatsoever #smh
3919,7,0,3,4,2,Spending the day learning something new and it feels rewarding
3920,4,0,2,2,2,The new season of that show was absolutely incredible
3921,7,0,2,5,2,"My team won the game tonight, what an exciting match it was"
3922,6,1,4,1,1,"Shut the hell up you utter moron, nobody asked you"
3923,6,1,3,2,1,RT @user: You're a complete total loser with no life whatsoever
3924,6,0,3,3,2,RT @user: The new season of that show was absolutely incredible
3925,6,0,2,4,2,"RT @user: Looking forward to the weekend, planning to relax and recharge"
3926,6,0,0,6,2,"My dog learned a new trick today, so proud of him #truth"
3927,4,0,0,4,2,@someone Just finished reading a fantastic book I highly recommend lol
3928,6,0,5,1,1,"You absolute damn clown, get out of here already"
3929,3,0,1,2,1,The whole thing is utter BS and everyone knows it #smh
3930,7,0,2,5,2,The weather today is perfect for an outdoor afternoon walk
3931,3,0,1,2,1,Are you seriously that dumb? Holy complete crap #truth
3932,6,1,4,1,1,That damn idiot just cut me off in traffic again
3933,4,1,2,1,1,"What a utter joke, I can't stand these people anymore"
3934,6,0,0,6,2,The coffee shop around the corner makes the best lattes lol
3935,5,0,2,3,2,The new season of that show was absolutely incredible #truth
3936,4,0,1,3,2,"My team won the game tonight, what an exciting match it was #smh"
3937,4,0,1,3,2,"Looking forward to the weekend, planning to relax and recharge wtf"
3938,5,0,3,2,1,You're a complete total loser with no life whatsoever
3939,5,0,2,3,2,@someone Had an amazing time at the concert last night with friends
3940,7,0,7,0,1,RT @user: This entire situation is a freaking disaster from the start
3941,6,0,5,1,1,That bloody idiot just cut me off in traffic again
3942,4,1,2,1,1,Are you seriously that dumb? Holy freaking crap wtf
3943,4,0,3,1,1,That damn idiot just cut me off in traffic again #smh
3944,6,0,1,5,2,"RT @user: Finally finished that long project, feeling a great sense of relief"
3945,5,0,0,5,2,RT @user: Feeling grateful for all the good things happening lately
3946,6,0,5,1,1,"RT @user: That was the most utter thing I've ever seen, pathetic lol"
3947,6,0,4,2,1,You're a complete absolute loser with no life whatsoever
3948,3,0,3,0,1,"You're embarrassing yourself, you utter buffoon wtf"
3949,5,0,0,5,2,"My dog learned a new trick today, so proud of him #truth"
3950,7,0,6,1,1,That bloody idiot just cut me off in traffic again #smh
3951,5,0,2,3,2,@someone Cooked a new recipe tonight and it turned out delicious
3952,5,0,0,5,2,@someone Just got back from a great hike in the mountains today
3953,7,0,2,5,2,The weather today is perfect for an outdoor afternoon walk #smh
3954,3,1,1,1,1,RT @user: You're a complete effing loser with no life whatsoever
3955,7,0,1,6,2,The coffee shop around the corner makes the best lattes #truth
3956,3,0,3,0,1,"Shut the hell up you complete moron, nobody asked you"
3957,7,0,6,1,1,"This is absolute garbage, what a utter waste of time"
3958,5,0,5,0,1,The whole thing is utter BS and everyone knows it
3959,6,6,0,0,0,@someone We need to eliminate hindu from our neighborhoods #truth
